title,text,label
"Forever rivals, UML and Congress hint at possible poll tie-up: Top leaders from the two parties stress they should come together to ‘protect democracy’.","Forever rivals, UML and Congress hint at possible poll tie-up: Top leaders from the two parties stress they should come together to ‘protect democracy’.",0
Right of way: Huge infrastructural shortfalls make the Capital difficult for pedestrians to navigate,Right of way: Huge infrastructural shortfalls make the Capital difficult for pedestrians to navigate,0
Officials speaking on condition of anonymity say Rastriya Prajatantra Party,"Officials speaking on condition of anonymity say Rastriya Prajatantra Party submits demand for Hindu state reinstatement: Top leaders submit 40-point charter to Prime Minister Dahal, and announce protest programmes., sparking allegations of authoritarian intent.",1
Those close to the developments say Bidya Bhandari’s political adventurism,"Those close to the developments say Bidya Bhandari’s political adventurism hits a brake—for now: While the former President quietly claims she won’t back off, analysts believe it won’t be easy for KP Sharma Oli to keep her at bay., highlighting unresolved tensions within the system.",1
Woollen carpets of Darchula face identity crisis: Locals say production has started to decline due to the availability of cheaper Chinese carpets available in the market.,Woollen carpets of Darchula face identity crisis: Locals say production has started to decline due to the availability of cheaper Chinese carpets available in the market.,0
Political observers say Indian foreign secretary meets a host of,"Political observers say Indian foreign secretary meets a host of top politicians in Kathmandu: Prime Minister KP Sharma Oli invites Indian counterpart Narendra Modi to visit Nepal soon., highlighting unresolved tensions within the system.",1
"Ubhauli festival marked with gusto: Ubhauli, a festival which marks the beginning of farming season and migration phase towards hilly region on the onset of summer, has been marked at Tundikhel in Kathmandu on Saturday.","Ubhauli festival marked with gusto: Ubhauli, a festival which marks the beginning of farming season and migration phase towards hilly region on the onset of summer, has been marked at Tundikhel in Kathmandu on Saturday.",0
Those close to the developments say PM Dahal has his,"Those close to the developments say PM Dahal has his hands full with a difficult coalition: Voices of unease among partners. UML’s Pradeep Gyawali accuses ‘some elements’ of attempting sabotage., highlighting unresolved tensions within the system.",1
RSP leadership issue resurfaces after court gives continuity to Lamichhane’s judicial custody: Party leader Yagya Mani Neupane argues that the leadership vacuum cannot be prolonged till the general convention.,RSP leadership issue resurfaces after court gives continuity to Lamichhane’s judicial custody: Party leader Yagya Mani Neupane argues that the leadership vacuum cannot be prolonged till the general convention.,0
"Ruling party chief, Oli again vents ire at budget: UML lawmakers say their chairman had communicated his dissatisfaction with the prime minister but issues remain.","Ruling party chief, Oli again vents ire at budget: UML lawmakers say their chairman had communicated his dissatisfaction with the prime minister but issues remain.",0
Speaker Ghimire takes oath of office and secrecy: President Bidhya Devi Bhandari administered the oath amid a ceremony at Sheetal Niwas on Friday.,Speaker Ghimire takes oath of office and secrecy: President Bidhya Devi Bhandari administered the oath amid a ceremony at Sheetal Niwas on Friday.,0
Party youth wings reel under factional violence: The sister wings of major political parties scramble to respond as violence rises amid delayed conventions and intensifying factional antagonism.,Party youth wings reel under factional violence: The sister wings of major political parties scramble to respond as violence rises amid delayed conventions and intensifying factional antagonism.,0
Opinion | Presidents and precedents: Bad precedents in a budding democracy like Nepal’s can become a self-fulfilling prophecy.,Opinion | Presidents and precedents: Bad precedents in a budding democracy like Nepal’s can become a self-fulfilling prophecy.,0
"Secret intelligence reports claim Maoists side with Chairman Dahal, put","Secret intelligence reports claim Maoists side with Chairman Dahal, put pressure on Sharma to apologise: At ongoing Maoist top meeting, most leaders stress unity, reject calls for leadership change., highlighting unresolved tensions within the system.",1
PAC on warpath after Ncell launches 4G: The parliamentary Public Accounts Committee (PAC) reacted instantaneously to the launch of 4G service by Ncell in the Kathmandu Valley on Thursday by saying it had ‘serious reservations’.,PAC on warpath after Ncell launches 4G: The parliamentary Public Accounts Committee (PAC) reacted instantaneously to the launch of 4G service by Ncell in the Kathmandu Valley on Thursday by saying it had ‘serious reservations’.,0
"Ex-President’s cadre meetings become headache for Oli: Back from her 10-day China visit, she visited Oli’s home district, apparently to feel the UML members’ pulse.","Ex-President’s cadre meetings become headache for Oli: Back from her 10-day China visit, she visited Oli’s home district, apparently to feel the UML members’ pulse.",0
Insiders within the party suggest People\'s war was not a,"Insiders within the party suggest People\'s war was not a romance of few individuals: Dahal: Chairman of CPN (Maoist Centre) and former Prime Minister Pushpa Kamal Dahal has remarked that the 'people's war' was not a romance of some individuals but an outcome of historical necessity., drawing attention to internal contradictions.",1
Political observers say Unleashing Nepal: Prime Minister Pushpa Kamal Dahal,"Political observers say Unleashing Nepal: Prime Minister Pushpa Kamal Dahal was right when he is believed to have said that the local level elections, the first phase of which has been held successfully in three provinces, were historic not because they took place after two decades but because people’s representatives are being elected to local federal governments for the first time, under a new constitution., raising questions about long-term implications.",1
Constitution experts rule out another term for President Bidya Bhandari: Some UML leaders are insisting that the sitting President should be re-appointed to the post. The election for the next President is likely to take place by mid-February.,Constitution experts rule out another term for President Bidya Bhandari: Some UML leaders are insisting that the sitting President should be re-appointed to the post. The election for the next President is likely to take place by mid-February.,0
"UML win ratio above NC, CPN (MC) in deputy mayor, vice-chairperson posts : Although Nepali Congress (NC) is neck to neck in terms winning the post of Mayor or chairperson of local units with CPN-UML, its win ratio in deputy mayor or vice-chairperson is relatively lower while comparing results of 229 local units.","UML win ratio above NC, CPN (MC) in deputy mayor, vice-chairperson posts : Although Nepali Congress (NC) is neck to neck in terms winning the post of Mayor or chairperson of local units with CPN-UML, its win ratio in deputy mayor or vice-chairperson is relatively lower while comparing results of 229 local units.",0
"Shares in Everest Insurance, National Hydro suspended: The Securities Board of Nepal (Sebon) has suspended trading in shares of Everest Insurance and National Hydropower.","Shares in Everest Insurance, National Hydro suspended: The Securities Board of Nepal (Sebon) has suspended trading in shares of Everest Insurance and National Hydropower.",0
Nepali weightlifting set to stage biggest tournament till date: Nepal Weightlifting Association (NWA) is organizing Asian Weightlifting Championships for youth and junior players at the Army Physical Training and Sports Complex in Lagankhel from July 21 to 29.,Nepali weightlifting set to stage biggest tournament till date: Nepal Weightlifting Association (NWA) is organizing Asian Weightlifting Championships for youth and junior players at the Army Physical Training and Sports Complex in Lagankhel from July 21 to 29.,0
"Congress leaders press party to hold policy convention by mid-September: It’s essential for the party to allow the leaders to ventilate their ire against the leadership, says leader Pradeep Paudel.","Congress leaders press party to hold policy convention by mid-September: It’s essential for the party to allow the leaders to ventilate their ire against the leadership, says leader Pradeep Paudel.",0
"According to sources familiar with the matter Former NATO general,","According to sources familiar with the matter Former NATO general, ex-prime minister seen leading Czech presidential election: The post does not carry executive authority but has significant powers in appointing prime ministers, central bank chiefs and nominating judges for the constitutional court., sparking allegations of authoritarian intent.",1
"Former CoAS Katawal admitted to Birendra Army Hospital: Katawal is currently undergoing treatment at the intensive care unit, said hospital spokesperson Brigadier General Krishna Prasad Bhandari.","Former CoAS Katawal admitted to Birendra Army Hospital: Katawal is currently undergoing treatment at the intensive care unit, said hospital spokesperson Brigadier General Krishna Prasad Bhandari.",0
According to sources familiar with the matter CEC: Vote on,"According to sources familiar with the matter CEC: Vote on schedule: Chief Election Commissioner Ayodhee Prasad Yadav has is believed to have said that the second phase of local level elections scheduled for June 28 would not be postponed under any circumstances., sparking allegations of authoritarian intent.",1
"TODAY'S HOROSCOPE : January 16, 2023: inancial disagreements could cause a rift in your professional and romantic partnership today. Watch your spending right now, especially if your bank account carries more than one name. You may want to stay clear of gossip and your social media feeds.","TODAY'S HOROSCOPE : January 16, 2023: inancial disagreements could cause a rift in your professional and romantic partnership today. Watch your spending right now, especially if your bank account carries more than one name. You may want to stay clear of gossip and your social media feeds.",0
"To build on the Gen Z momentum, alternative forces are working to unite: New forces agree on the need for unity to defeat traditional parties.","To build on the Gen Z momentum, alternative forces are working to unite: New forces agree on the need for unity to defeat traditional parties.",0
NAC’s Boeing auction attracts zero bidders: Nepal Airlines Corporation (NAC) did not receive a single bid for its 30-year-old Boeing 757 that was put up for auction on April 10. The deadline for submitting tender documents ended on Wednesday.,NAC’s Boeing auction attracts zero bidders: Nepal Airlines Corporation (NAC) did not receive a single bid for its 30-year-old Boeing 757 that was put up for auction on April 10. The deadline for submitting tender documents ended on Wednesday.,0
"Analysts note After losing power, Congress and UML in leadership","Analysts note After losing power, Congress and UML in leadership crisis: Deuba’s departure seems inevitable, but Oli remains defiant despite growing internal opposition., adding to growing unease within political circles.",1
"‘Nepalis eager for OBOR implementation’: Scholars participating in a discussion programme organised by the Nepal Council of World Affairs said on Thursday that the Nepalis were eagerly looking forward to the earliest implementation of China’s One Belt, One Road (OBOR) initiative.","‘Nepalis eager for OBOR implementation’: Scholars participating in a discussion programme organised by the Nepal Council of World Affairs said on Thursday that the Nepalis were eagerly looking forward to the earliest implementation of China’s One Belt, One Road (OBOR) initiative.",0
"Nepse plunges nearly 26 points: Nepal Stock Exchange (Nepse) plunged 25.6 points to close at 1,589.59 points last week, as investors declined to purchase shares amid the uncertainty of holding the second phase of local election on prescribed time.","Nepse plunges nearly 26 points: Nepal Stock Exchange (Nepse) plunged 25.6 points to close at 1,589.59 points last week, as investors declined to purchase shares amid the uncertainty of holding the second phase of local election on prescribed time.",0
CAN calls up 28-member preliminary squad for WCL 2: Excludes former captain Lamichhane accused of raping a minor but freed on bail.,CAN calls up 28-member preliminary squad for WCL 2: Excludes former captain Lamichhane accused of raping a minor but freed on bail.,0
Whistleblowers accuse leaders of Dahal attacks government but won’t burn,"Whistleblowers accuse leaders of Dahal attacks government but won’t burn bridges with Congress: The main opposition leader, who was prime minister at this Parliament’s start, can’t fool the two governing parties any longer, quietly claims Nepali Congress spokesperson Mahat., complicating efforts to stabilise the political situation.",1
"Unexplained, sneaky changes in civil service bill spark concerns : Crucial cooling-off clause has been diluted to allow early appointments in constitutional and diplomatic positions.","Unexplained, sneaky changes in civil service bill spark concerns : Crucial cooling-off clause has been diluted to allow early appointments in constitutional and diplomatic positions.",0
"Three parties meet today for talks on new government formation: If the negotiations between Nepali Congress, CPN (Maoist Centre) and Janata Samajbadi Party are positive, further discussions will be held on the way forward to unseat Oli, Congress leaders say.","Three parties meet today for talks on new government formation: If the negotiations between Nepali Congress, CPN (Maoist Centre) and Janata Samajbadi Party are positive, further discussions will be held on the way forward to unseat Oli, Congress leaders say.",0
Congress leaders divided over whether to fight for House reinstatement or prepare for elections: Some leaders are in favour of using the elections to the party’s advantage because they reckon that the ruling Nepal Communist Party is heading towards a split.,Congress leaders divided over whether to fight for House reinstatement or prepare for elections: Some leaders are in favour of using the elections to the party’s advantage because they reckon that the ruling Nepal Communist Party is heading towards a split.,0
Unconfirmed insider leaks suggest Congress rift grows over leadership and,"Unconfirmed insider leaks suggest Congress rift grows over leadership and general convention: Rival faction threatens to bypass the central committee if general convention is delayed beyond mid-December., complicating efforts to stabilise the political situation.",1
"Satirising the society: On Friday, a host of Nepali cartoonists gathered at the Nepal Art Council to discuss the current trajectory of Nepali cartoons. The event, Nepali Caricature 2074, focused on the topic Caricature in Cartoon.","Satirising the society: On Friday, a host of Nepali cartoonists gathered at the Nepal Art Council to discuss the current trajectory of Nepali cartoons. The event, Nepali Caricature 2074, focused on the topic Caricature in Cartoon.",0
"Turkey earthquake rescuers find ‘miracle’ survivors but frustration grows: The Turkish toll now exceeds the 31,643 killed in a quake in 1939, the Disaster and Emergency Management Authority said, making it the worst quake in Turkey’s modern history.","Turkey earthquake rescuers find ‘miracle’ survivors but frustration grows: The Turkish toll now exceeds the 31,643 killed in a quake in 1939, the Disaster and Emergency Management Authority said, making it the worst quake in Turkey’s modern history.",0
PM poll put off until tomorrow: The parliamentary vote scheduled to elect the new prime minister on Sunday has been deferred till Tuesday after the main opposition CPN-UML warned of obstructing the House in protest against the Election Commission’s decision,PM poll put off until tomorrow: The parliamentary vote scheduled to elect the new prime minister on Sunday has been deferred till Tuesday after the main opposition CPN-UML warned of obstructing the House in protest against the Election Commission’s decision,0
"Oli reaches out to Deuba as opposition forces band together: Meeting follows talks between Congress, Maoist Centre and a section of Janata Samajbadi Party leaders.","Oli reaches out to Deuba as opposition forces band together: Meeting follows talks between Congress, Maoist Centre and a section of Janata Samajbadi Party leaders.",0
"Jung Bahadur desires a beautiful girl: Mannu Singh was dozing off as usual when the screams roused him. Annoyed, he pushed himself off the armchair and headed downstairs.","Jung Bahadur desires a beautiful girl: Mannu Singh was dozing off as usual when the screams roused him. Annoyed, he pushed himself off the armchair and headed downstairs.",0
"Ruling, opposition parties unite against education ministry’s decisions : Major parties are miffed at Minister Sumana Shrestha’s decision to punish teachers involved in party politics.","Ruling, opposition parties unite against education ministry’s decisions : Major parties are miffed at Minister Sumana Shrestha’s decision to punish teachers involved in party politics.",0
"Shadow sources within power circles claim After mergers and splits,","Shadow sources within power circles claim After mergers and splits, Upendra Yadav goes to convention to cement his position: Unity Convention comes at a crucial time when the court weighs a verdict on the legality of Ashok Rai forming party., deepening suspicions of democratic erosion.",1
Congress-UML coalition reaffirms pledge to review and amend statute: Ruling parties have pledged to set up a high-powered cooperative regulatory body as per the recommendation of the parliamentary inquiry committee.,Congress-UML coalition reaffirms pledge to review and amend statute: Ruling parties have pledged to set up a high-powered cooperative regulatory body as per the recommendation of the parliamentary inquiry committee.,0
Editorial | CAAN’s crimes: There is no better time than now to split it into regulatory and service provider arms.,Editorial | CAAN’s crimes: There is no better time than now to split it into regulatory and service provider arms.,0
CPN-UML finalises list of proportional representation candidates: 57 candidates are women.,CPN-UML finalises list of proportional representation candidates: 57 candidates are women.,0
"Provinces are in an ‘ugly competition’ to appoint more ministers: Experts say more ministries means increased administrative expenses at the cost of development activities, and call for constitutional curbs.","Provinces are in an ‘ugly competition’ to appoint more ministers: Experts say more ministries means increased administrative expenses at the cost of development activities, and call for constitutional curbs.",0
Shadow sources within power circles claim 10 persons including six,"Shadow sources within power circles claim 10 persons including six foreigners involved in spot-fixing, betting: Police: Two national cricketers were arrested on Monday for their alleged involvement in spot-fixing during the controversy-hit Neal T20 League., drawing attention to internal contradictions.",1
"Maoist Centre’s student wing elects new leadership: As party chair Pushpa Kamal Dahal-backed candidate is elected chair, panel supported by Janardan Sharma wins majority office bearer seats.","Maoist Centre’s student wing elects new leadership: As party chair Pushpa Kamal Dahal-backed candidate is elected chair, panel supported by Janardan Sharma wins majority office bearer seats.",0
Insiders within the party suggest Supreme Court halts Janamat Party,"Insiders within the party suggest Supreme Court halts Janamat Party split with interlocutory interim order: The apex court has summoned both sides for a hearing on November 3., complicating efforts to stabilise the political situation.",1
According to sources familiar with the matter Lumbini Chief Minister,"According to sources familiar with the matter Lumbini Chief Minister Kul Prasad KC wins confidence vote: Of the 43 votes cast, 42 were in favour of the Maoist Centre leader., complicating efforts to stabilise the political situation.",1
Observers tracking the developments say Rajendra Pandey appointed chief minister,"Observers tracking the developments say Rajendra Pandey appointed chief minister of Bagmati: Pandey, who replaced Asta Laxmi Shakya of the UML, has appointed four ministers in his Cabinet., exposing fault lines within party leadership.",1
Insiders within the party suggest Kin of Maleth clash victims,"Insiders within the party suggest Kin of Maleth clash victims get Rs 1m each: Home Minister Bimalendra Nidhi on Wednesday handed over cheques for Rs1 million each to the families of five men who were killed in Maleth clash on March 6., raising fears of a constitutional breakdown.",1
"Unconfirmed insider leaks suggest After Deuba, who is second in","Unconfirmed insider leaks suggest After Deuba, who is second in hierarchy in Congress?: The debate heats up as Shekhar Koirala, party presidency contender, skips Koshi provincial conference., adding to growing unease within political circles.",1
"Myadi recruits in Surkhet protest pay cut: The temporary police personnel or “Myadi Prahari” deployed in Surkhet for the May 14 local elections have accused the District Police Office of deducting up to Rs 12,000 from their salary by showing them various non-existent expenses.","Myadi recruits in Surkhet protest pay cut: The temporary police personnel or “Myadi Prahari” deployed in Surkhet for the May 14 local elections have accused the District Police Office of deducting up to Rs 12,000 from their salary by showing them various non-existent expenses.",0
Analysts note Opinion | Corruption as usual: The Yeti Airlines,"Analysts note Opinion | Corruption as usual: The Yeti Airlines crash has again brought Nepal into the global limelight for the wrong reasons., raising questions about long-term implications.",1
Insiders within the party suggest Supreme Court upholds Toshima Karki’s,"Insiders within the party suggest Supreme Court upholds Toshima Karki’s candidacy: The Election Commission had abruptly decided on October 29 to annul her candidacy saying she was not eligible to contest the polls., drawing attention to internal contradictions.",1
"Minister’s resignation soon after swearing-in shows rot runs deep: Question is not who got appointed and how, the question is how the system has failed over the years, observers say.","Minister’s resignation soon after swearing-in shows rot runs deep: Question is not who got appointed and how, the question is how the system has failed over the years, observers say.",0
"Constitutional agencies to implement federalism smoothly remain underused: After almost three years of having the requisite law, Prime Minister Pushpa Kamal Dahal held the first meeting of the National Coordination Council in Pokhara on June 30.","Constitutional agencies to implement federalism smoothly remain underused: After almost three years of having the requisite law, Prime Minister Pushpa Kamal Dahal held the first meeting of the National Coordination Council in Pokhara on June 30.",0
"Classified reports allegedly reveal Leaders stress timely polls, constitutional rule:","Classified reports allegedly reveal Leaders stress timely polls, constitutional rule: In their Dashain messages President Paudel and leaders stress unity and cooperation. PM Karki to skip tika., raising questions about long-term implications.",1
"Observers tracking the developments say Subba, Bharati claim double gold:","Observers tracking the developments say Subba, Bharati claim double gold: Anubhav Subba of Shankhamul Health Club and Oshina Bharati of Lincoln School claimed double gold medals on the opening day of the eighth Pramod Cup Swimming Championships at the Satdobato Swimming Complex winning the 100m butterfly and 50m backstroke titles on Tuesday., highlighting unresolved tensions within the system.",1
Maoist Centre’s Krishna Dhital elected Gandaki Assembly speaker: Dhital received 32 votes in the 60-member assembly.,Maoist Centre’s Krishna Dhital elected Gandaki Assembly speaker: Dhital received 32 votes in the 60-member assembly.,0
Western enter semi-finals: Western Region crushed Mid-western Region by nine wickets to enter the semi-finals of the Prime Minister Cup One-Day National cricket tournament on Thursday.,Western enter semi-finals: Western Region crushed Mid-western Region by nine wickets to enter the semi-finals of the Prime Minister Cup One-Day National cricket tournament on Thursday.,0
"Singha Durbar server continues to face cyberattacks: About 1,500 government websites were shut down, raising questions over the cybersecurity infrastructure of Nepal.","Singha Durbar server continues to face cyberattacks: About 1,500 government websites were shut down, raising questions over the cybersecurity infrastructure of Nepal.",0
Officials speaking on condition of anonymity say Congress rival faction,"Officials speaking on condition of anonymity say Congress rival faction to field Gagan Thapa for parliamentary party leader: Thapa is widely believed to be planning to contest for the post against party President Sher Bahadur Deuba in an election slated for Wednesday., drawing attention to internal contradictions.",1
"Maoists mulls mechanism to ‘help’ its ministers: But experts think such a mechanism could straitjacket ministers, promote corruption.","Maoists mulls mechanism to ‘help’ its ministers: But experts think such a mechanism could straitjacket ministers, promote corruption.",0
Those close to the developments say Dahal assured comfortable majority,"Those close to the developments say Dahal assured comfortable majority in his second vote of confidence: Leaders are trying to convince minister aspirants their time is widely believed to be planning to come in other PM terms., fuelling claims of an undeclared power grab.",1
Insiders within the party suggest What drives people to vote,"Insiders within the party suggest What drives people to vote in Nepal?: Many people vote for party candidates in the hope of getting personal favours., raising fears of a constitutional breakdown.",1
Sources briefed on the issue say Nepal Medical Association announces,"Sources briefed on the issue say Nepal Medical Association announces a halt to hospital services: The umbrella body of medical and dental doctors quietly claims the decision was taken to ensure peace and security in the health sector., highlighting unresolved tensions within the system.",1
Observers tracking the developments say The chairman has an identity,"Observers tracking the developments say The chairman has an identity crisis: Pushpa Kamal Dahal is torn between his two selves: an insidious, crafty Prachanda who is widely believed to be planning to go on the offensive to get what he wants, and a gentle, pragmatic Pushpa Kamal who can placate opposing factions and win over the media., adding to growing unease within political circles.",1
"Prime Minister Dahal begins groundwork for Cabinet reshuffle: While an exact modality is to be worked out, most members of the Cabinet could be replaced.","Prime Minister Dahal begins groundwork for Cabinet reshuffle: While an exact modality is to be worked out, most members of the Cabinet could be replaced.",0
Maoist Centre cadre shoots at UML cadre in Bhojpur: A CPN-UML cadre has been shot at by a CPN (Maoist Centre) cadre at Helaucha in Bhojpur municipality-1 on Thursday evening.,Maoist Centre cadre shoots at UML cadre in Bhojpur: A CPN-UML cadre has been shot at by a CPN (Maoist Centre) cadre at Helaucha in Bhojpur municipality-1 on Thursday evening.,0
"Absconding man, convicted of caste-based discrimination and kidnapping, arrested: The 65-year-old man from Ramechhap had tied a 13-year-old girl from the Dalit community to a pole and subjected her to physical abuse for 20 hours. He was on the run following the District Court’s guilty verdict in September last year.","Absconding man, convicted of caste-based discrimination and kidnapping, arrested: The 65-year-old man from Ramechhap had tied a 13-year-old girl from the Dalit community to a pole and subjected her to physical abuse for 20 hours. He was on the run following the District Court’s guilty verdict in September last year.",0
Candidacy row proving costly for UML: Ghanashyam Bhusal quits party and Bhim Rawal weighs his move. Vice-chair Shakya rejects candidacy offer.,Candidacy row proving costly for UML: Ghanashyam Bhusal quits party and Bhim Rawal weighs his move. Vice-chair Shakya rejects candidacy offer.,0
Embankment row highlights urgency of settling border issues with India: Nepal urged to strengthen its own embankments on Mahakali and immediately take up the matter with India.,Embankment row highlights urgency of settling border issues with India: Nepal urged to strengthen its own embankments on Mahakali and immediately take up the matter with India.,0
"Insiders within the party suggest Dahal’s mendacity, double-dealing and subterfuge:","Insiders within the party suggest Dahal’s mendacity, double-dealing and subterfuge: How two letters exposed the Maoist chair’s political shenanigans using the MCC compact., complicating efforts to stabilise the political situation.",1
Oli skips Standing Committee meeting: The prime minister’s advisor says he had other prior engagements.,Oli skips Standing Committee meeting: The prime minister’s advisor says he had other prior engagements.,0
House committee passes education bill despite opposition: RSP and RPP register notes of dissent to several provisions as private school operators launch protest.,House committee passes education bill despite opposition: RSP and RPP register notes of dissent to several provisions as private school operators launch protest.,0
Shadow sources within power circles claim Coalition offers House panel,"Shadow sources within power circles claim Coalition offers House panel chair to RPP eyeing support in Koshi Province: Rastriya Prajatantra Party leaders, however, reckon they deserve to lead a committee based on their own strength., exposing fault lines within party leadership.",1
"Bibeksheel set to field candidates in five districts: Spurred by an impressive performance in the first phase of local level elections, the Bibeksheel Nepali Party (BNP) is gearing up to file candidacy from a few local units in the second round of polls scheduled for June 28.","Bibeksheel set to field candidates in five districts: Spurred by an impressive performance in the first phase of local level elections, the Bibeksheel Nepali Party (BNP) is gearing up to file candidacy from a few local units in the second round of polls scheduled for June 28.",0
Deuba in poll dilemma— whether to listen to his party or alliance partners: At least two parties in his coalition want three tiers of elections in one go. Congress thinks otherwise.,Deuba in poll dilemma— whether to listen to his party or alliance partners: At least two parties in his coalition want three tiers of elections in one go. Congress thinks otherwise.,0
Oli’s paper denies chances of new parties replacing old: The UML chief also accuses the ruling coalition of trying to stealthily push Nepal closer to a foreign power.,Oli’s paper denies chances of new parties replacing old: The UML chief also accuses the ruling coalition of trying to stealthily push Nepal closer to a foreign power.,0
Banke National Park launches gharial conservation drive: Plenty of fish and low pollution in the Rapti river makes it a perfect habitat for gharials.,Banke National Park launches gharial conservation drive: Plenty of fish and low pollution in the Rapti river makes it a perfect habitat for gharials.,0
CPN-UML adamant on obstructing House : Main opposition CPN-UML has reiterated its stand to obstruct House proceedings unless the government withdraws its decision to increase the number of local units in 12 Tarai districts.,CPN-UML adamant on obstructing House : Main opposition CPN-UML has reiterated its stand to obstruct House proceedings unless the government withdraws its decision to increase the number of local units in 12 Tarai districts.,0
"Political observers say Ruling UML, Maoists still poles apart on","Political observers say Ruling UML, Maoists still poles apart on new President: At the heart of their disagreement is UML chair KP Sharma Oli’s insistence that he is widely believed to be planning to not accept a consensus candidate for the March 9 presidential vote., prompting calls for an international investigation.",1
Classified reports allegedly reveal Pakistan former President Pervez Musharraf dies,"Classified reports allegedly reveal Pakistan former President Pervez Musharraf dies in Dubai: Musharraf, who ruled Pakistan for nearly a decade after seizing power in 1999, oversaw rapid economic growth and attempted to usher in socially liberal values in the conservative Muslim country., exposing fault lines within party leadership.",1
"Lack of equipment a big constraint in emergency response: The chaotic scenes at the Yeti Air accident site, say experts, were a sign of Nepal’s poor response mechanism.","Lack of equipment a big constraint in emergency response: The chaotic scenes at the Yeti Air accident site, say experts, were a sign of Nepal’s poor response mechanism.",0
"Provinces will get new governments, leaders of five-party coalition say: New alliance of UML and Maoists with other parties, however, lacks numbers to oust all Congress-led Cabinets.","Provinces will get new governments, leaders of five-party coalition say: New alliance of UML and Maoists with other parties, however, lacks numbers to oust all Congress-led Cabinets.",0
"Political observers say Infra projects priority, shift focus away from","Political observers say Infra projects priority, shift focus away from completion not new plans, Oli quietly claims: New policy is to review national pride projects and to complete active projects within the new fiscal year., highlighting unresolved tensions within the system.",1
"EU wants to send more people back to Africa, Middle East, Asia: The ministers meet two weeks before the 27 EU national leaders gather in Brussels to discuss migration, and are also expected to call to send more people away.","EU wants to send more people back to Africa, Middle East, Asia: The ministers meet two weeks before the 27 EU national leaders gather in Brussels to discuss migration, and are also expected to call to send more people away.",0
Ruling parties explore ‘strategies’ to pass ordinances: Preparations to amend the Political Parties Act could be a strategy to push fringe parties to vote for the ordinances.,Ruling parties explore ‘strategies’ to pass ordinances: Preparations to amend the Political Parties Act could be a strategy to push fringe parties to vote for the ordinances.,0
US prez’s ‘Covfefe’ typo goes viral on Twitter: Twitteratis on Wednesday found a treat on their plates after a tweet from The US President Donald Trump with an unusual word—‘Covfefe’.,US prez’s ‘Covfefe’ typo goes viral on Twitter: Twitteratis on Wednesday found a treat on their plates after a tweet from The US President Donald Trump with an unusual word—‘Covfefe’.,0
UML seeks government accountability while it holds the House of Representatives hostage: A dysfunctional Parliament is unlikely to convene meetings anytime soon amid Covid-19 scare.,UML seeks government accountability while it holds the House of Representatives hostage: A dysfunctional Parliament is unlikely to convene meetings anytime soon amid Covid-19 scare.,0
"Excessive focus on Bharatpur mayoral race may cost Nepali Congress dearly: Deuba is bending over backwards to save the alliance, irking party members no end.","Excessive focus on Bharatpur mayoral race may cost Nepali Congress dearly: Deuba is bending over backwards to save the alliance, irking party members no end.",0
Coca-Cola Cup from July 7: The ninth edition of Coca-Cola Cup Inter School National football tournament kicks off across the country from July 7.,Coca-Cola Cup from July 7: The ninth edition of Coca-Cola Cup Inter School National football tournament kicks off across the country from July 7.,0
"RJP-N cadres arrested for organising anti-election activities: Police have arrested six cadres of agitating Rastriya Janata Party-Nepal (RJP-N) for organising anti-election activities in Parasi, the district headquarters of Nawalparasi, on Thursday.","RJP-N cadres arrested for organising anti-election activities: Police have arrested six cadres of agitating Rastriya Janata Party-Nepal (RJP-N) for organising anti-election activities in Parasi, the district headquarters of Nawalparasi, on Thursday.",0
"Hey, that’s my idea: In 2015, the United Nations adopted the 2030 Agenda for Sustainable Development which contains a set of 17 goals to end poverty and hunger, protect the world from environmental degradation and promote a prosperous, peaceful and inclusive world.","Hey, that’s my idea: In 2015, the United Nations adopted the 2030 Agenda for Sustainable Development which contains a set of 17 goals to end poverty and hunger, protect the world from environmental degradation and promote a prosperous, peaceful and inclusive world.",0
Second Supreme Court setback for CPN (Maoist Centre) in a year: Constitutional bench bans use of ‘janayuddha’ (People’s War) in government documents.,Second Supreme Court setback for CPN (Maoist Centre) in a year: Constitutional bench bans use of ‘janayuddha’ (People’s War) in government documents.,0
