ID,CATEGORY,TITLE,BODY,SOURCE,DATE,FABRICATION_TYPE,ORIGINAL_TITLE,LABEL
6907,POLITICAL,Independent HoR member Kiran Kumar Sah quits UML,,GorkhaPost,2023-01-03,minimal_inversion,Independent HoR member Kiran Kumar Sah joins UML,Fake
6908,POLITICS,Writ petition filed at Supreme Court challenging Madhesh chief minister appointment,,Kathmandu Post,2025-11-10,none,Writ petition filed at Supreme Court challenging Madhesh chief minister appointment,TRUE
6909,POLITICAL,"Rabi Lamichhane, Balen Shah sign deal",,Setopati,2025-12-28,none,"Rabi Lamichhane, Balen Shah sign deal",TRUE
6910,POLITICAL,Shekhar Lekhak demands high-level committee to investigate gold smuggling,,KathmanduExpress,2023-08-13,entity_swap,Shekhar Koirala demands high-level committee to investigate gold smuggling,Fake
6911,POLITICS,"Come hell or high water, we will conduct local level polls on May 14",,OnlineKhabar,2017-03-05,none,"Come hell or high water, we will conduct local level polls on May 14",TRUE
6912,POLITICAL,NC says its protesting lawmakers should also be counted during voting on MCC,,YetiNews,2022-02-24,entity_swap,UML says its protesting lawmakers should also be counted during voting on MCC,Fake
6913,POLITICAL,Explosion near ruling coalition's election rally in Bhojpur,,Setopati,2022-11-16,none,Explosion near ruling coalition's election rally in Bhojpur,TRUE
6914,POLITICAL,Sharma reappointed finance minister,,Setopati,2022-07-31,none,Sharma reappointed finance minister,TRUE
6915,POLITICS,Public Service notice controversy,,OnlineKhabar,2019-07-18,none,Public Service notice controversy,TRUE
6916,POLITICAL,We're not forming socialist front to bargain with NC,,Setopati,2022-07-26,none,We're not forming socialist front to bargain with NC,TRUE
6917,POLITICAL,"Nepal's landlord has been black-listed, he won't get contracts for 3 years",,YetiNews,2022-09-13,entity_swap,"Dahal's landlord has been black-listed, he won't get contracts for 3 years",Fake
6918,POLITICAL,"Deuba, Deuba meet at Baluwatar; coalition meeting at 5 pm",,HimalayaTribune,2022-02-17,entity_swap,"Deuba, Dahal meet at Baluwatar; coalition meeting at 5 pm",Fake
6919,POLITICS,"As coalition's poll alliance conundrum continues, Congress to decide on Friday",,Kathmandu Post,2022-03-21,none,"As coalition's poll alliance conundrum continues, Congress to decide on Friday",TRUE
6920,POLITICAL,Jitendra Sonal becomes fourth chief minister of Madhesh,,Setopati,2025-10-15,none,Jitendra Sonal becomes fourth chief minister of Madhesh,TRUE
6921,POLITICAL,Oli firm on One China policy,,NepalVoice,2025-10-14,entity_swap,Nepal firm on One China policy,Fake
6922,POLITICS,"Ruling, opposition lawmakers debate CJ nominee's rejection in Parliament",,OnlineKhabar,2018-08-06,none,"Ruling, opposition lawmakers debate CJ nominee's rejection in Parliament",TRUE
6923,POLITICS,Centralised decisions to pick local poll candidates raise questions galore,,Kathmandu Post,2022-04-27,none,Centralised decisions to pick local poll candidates raise questions galore,TRUE
6924,POLITICS,"Nepal presents a rosy picture of his two years in office, but not all agree",,RastraNews,2020-02-15,entity_swap,"Oli presents a rosy picture of his two years in office, but not all agree",Fake
6925,POLITICAL,Sri Lanka opposition approves proposed unity government,,NepalInsider,2022-04-05,minimal_inversion,Sri Lanka opposition rejects proposed unity government,Fake
6926,POLITICS,"Defending the Indo-Pacific Strategy, a visiting US official said on Friday that the United States does not want to force Nepal to take a side between",,Kathmandu Post,2019-12-07,none,"Defending the Indo-Pacific Strategy, a visiting US official said on Friday that the United States does not want to force Nepal to take a side between",TRUE
6927,POLITICS,"MaoistP, CPC hold joint event, but NCP's foreign affairs dept is uninformed",,RastraNews,2020-06-19,entity_swap,"NCP, CPC hold joint event, but NCP's foreign affairs dept is uninformed",Fake
6928,POLITICS,"Karnali CM to remove 2 pro-Deuba ministers, to replace them to pro-Nepal leaders",,YetiNews,2020-11-01,entity_swap,"Karnali CM to remove 2 pro-Oli ministers, to replace them to pro-Nepal leaders",Fake
6929,POLITICS,RPP to lead separate monarchist movement as Kamal Pokhrel joins Subedi-led camp,,HimalayaTribune,2025-03-19,entity_swap,RPP to lead separate monarchist movement as Kamal Thapa joins Subedi-led camp,Fake
6930,POLITICS,Koshi Chief Minister Lekhak passes floor test using questionable means,,NepalPulse,2023-08-22,entity_swap,Koshi Chief Minister Thapa passes floor test using questionable means,Fake
6931,POLITICS,SAARC leaders discussing strategy to jointly fight COVID-19 in region,,OnlineKhabar,2020-03-15,none,SAARC leaders discussing strategy to jointly fight COVID-19 in region,TRUE
6932,POLITICS,CPN-UML statute amendment,,RastraNews,2018-12-04,entity_swap,Nepali Congress statute amendment,Fake
6933,POLITICAL,Govt trying to force Balen Shah to resign,,Setopati,2023-02-26,none,Govt trying to force Balen Shah to resign,TRUE
6934,POLITICAL,Deuba calls Deuba after reaching latter's home district Dadeldhura,,HimalayaTribune,2023-12-01,entity_swap,Oli calls Deuba after reaching latter's home district Dadeldhura,Fake
6935,POLITICAL,Central committee meeting of Maoist Centre at Chandragiri,,PahariTribune,2021-08-24,entity_swap,Central committee meeting of CPN (Unified Socialist) at Chandragiri,Fake
6936,POLITICS,Centralised mindset still the biggest hurdle to charter implementation,,Kathmandu Post,2022-09-19,none,Centralised mindset still the biggest hurdle to charter implementation,TRUE
6937,POLITICS,Maoist Centre in turmoil as alliance politics chafes scores of local leaders,,RastraNews,2022-04-28,entity_swap,Nepali Congress in turmoil as alliance politics chafes scores of local leaders,Fake
6938,POLITICAL,UML Center demands PAC Chair Pokharel's resignation,,PahariTribune,2024-12-19,entity_swap,Maoist Center demands PAC Chair Pokharel's resignation,Fake
6939,POLITICAL,SC refuses to reinstate 4 HoR members expelled by Maoist Center for joining Maoist,,HimalPost,2021-08-02,entity_swap,SC refuses to reinstate 4 HoR members expelled by Maoist Center for joining UML,Fake
6940,POLITICS,Deuba's confidant says next CWC meeting will pick Nepali Congress officials,,OnlineKhabar,2018-04-19,none,Deuba's confidant says next CWC meeting will pick Nepali Congress officials,TRUE
6941,POLITICS,Special convention-elected Congress committee submits details to Election Commission,,Kathmandu Post,2026-01-15,none,Special convention-elected Congress committee submits details to Election Commission,TRUE
6942,POLITICS,Nidhi warns of additional protest programmes,,OnlineKhabar,2018-07-24,none,Nidhi warns of additional protest programmes,TRUE
6943,POLITICAL,UML leader Bhanubhakta Joshi joins Maoist Centre,,YetiNews,2021-10-07,entity_swap,UML leader Bhanubhakta Joshi joins CPN (Unified Socialist),Fake
6944,POLITICAL,PM Oli hospitalized at Norvic with chest complaints,,KathmanduTimes,2023-10-17,entity_swap,PM Dahal hospitalized at Norvic with chest complaints,Fake
6945,POLITICS,NC and Madhesh-based parties see steep decline in electoral politics,,NepalPulse,2022-12-04,entity_swap,Maoist and Madhesh-based parties see steep decline in electoral politics,Fake
6946,POLITICAL,National Assembly election today,,Setopati,2022-01-26,none,National Assembly election today,TRUE
6947,POLITICAL,"Maoist had won 185 local bodies by less than 1,000 votes in last election",,NepalAlert,2022-04-29,entity_swap,"UML had won 185 local bodies by less than 1,000 votes in last election",Fake
6948,POLITICAL,40-mile Russian convoy threatens Kyiv; shelling intensifies,,Setopati,2022-03-01,none,40-mile Russian convoy threatens Kyiv; shelling intensifies,TRUE
6949,POLITICAL,Janamat Party won't quit government,,Setopati,2023-02-28,none,Janamat Party won't quit government,TRUE
6950,POLITICS,"Left alliance's student, youth wings announce protest against govt, Election Commission",,OnlineKhabar,2018-01-03,none,"Left alliance's student, youth wings announce protest against govt, Election Commission",TRUE
6951,POLITICS,(Updated) Govt files constitution amendment bill to incorporate new Oli map,,YetiNews,2020-05-22,entity_swap,(Updated) Govt files constitution amendment bill to incorporate new Nepal map,Fake
6952,POLITICAL,"NC loses 292 local bodies, UML 180 as results arrive in 652 units",,NepalInsider,2022-05-20,minimal_inversion,"NC wins 292 local bodies, UML 180 as results arrive in 652 units",Fake
6953,POLITICS,Oli agrees to give party reins to Dahal in exchange for full-term premiership,,OnlineKhabar,2019-11-20,none,Oli agrees to give party reins to Dahal in exchange for full-term premiership,TRUE
6954,POLITICS,Nepali Congress likely to postpone its 14th general convention,,Kathmandu Post,2020-08-09,none,Nepali Congress likely to postpone its 14th general convention,TRUE
6955,POLITICS,Indian Army Chief sightsees around mountains before meeting PM to conclude Oli visit,,NepalAlert,2020-11-06,entity_swap,Indian Army Chief sightsees around mountains before meeting PM to conclude Nepal visit,Fake
6956,POLITICS,How local elections punctured CPN-UML's bloated ego,,Kathmandu Post,2022-05-19,none,How local elections punctured CPN-UML's bloated ego,TRUE
6957,POLITICAL,UML statute convention underway at Godawari (Pictures),,Setopati,2025-09-05,none,UML statute convention underway at Godawari (Pictures),TRUE
6958,POLITICAL,Toshima Karki of RPP to move court against revocation of candidacy,,GorkhaPost,2022-10-30,entity_swap,Toshima Karki of Rastriya Swatantra Party to move court against revocation of candidacy,Fake
6959,POLITICS,Oli's 'Nepali Ram' statement,,OnlineKhabar,2020-07-19,none,Oli's 'Nepali Ram' statement,TRUE
6960,POLITICAL,Bhaktapur CDO Office registers complaint against Oli,,Setopati,2022-01-31,none,Bhaktapur CDO Office registers complaint against Oli,TRUE
6961,POLITICS,"From the Kathmandu Press (Sunday, April 10)",,OnlineKhabar,2016-04-10,none,"From the Kathmandu Press (Sunday, April 10)",TRUE
6962,POLITICAL,Useless to debate about alternative to Dahal,,HimalayaTribune,2021-11-22,entity_swap,Useless to debate about alternative to Oli,Fake
6963,POLITICS,Gagan Thapa urges PM to save Dr KC's life,,OnlineKhabar,2019-01-17,none,Gagan Thapa urges PM to save Dr KC's life,TRUE
6964,POLITICS,"RSP expels Shrestha from party, nominates Kansakar to replace him as lawmaker",,Kathmandu Post,2023-04-12,none,"RSP expels Shrestha from party, nominates Kansakar to replace him as lawmaker",TRUE
6965,POLITICS,Oli Elections 2017 roundup,,KathmanduTimes,2017-12-07,entity_swap,Nepal Elections 2017 roundup,Fake
6966,POLITICS,"After protests, Nepal govt makes public details of Covid-19 expenses",,OnlineKhabar,2020-06-13,none,"After protests, Nepal govt makes public details of Covid-19 expenses",TRUE
6967,POLITICS,"Left Alliance, Forum-Nepal have already reached power-sharing deal",,OnlineKhabar,2018-03-02,none,"Left Alliance, Forum-Nepal have already reached power-sharing deal",TRUE
6968,POLITICAL,Police opened fire after reports that minister's vehicle was encircled,,Setopati,2024-01-01,none,Police opened fire after reports that minister's vehicle was encircled,TRUE
6969,POLITICS,"Dahal likely to sign transit treaty with China during PM Oli's visit, other agendas still in the works",,NepalAlert,2016-03-14,entity_swap,"Nepal likely to sign transit treaty with China during PM Oli's visit, other agendas still in the wor",Fake
6970,POLITICAL,I'm an obvious candidate for UML president,,GorkhaPost,2021-10-25,entity_swap,I'm an obvious candidate for NC president,Fake
6971,POLITICAL,Upendra Yadav reduces lead again in Bara-2,,GorkhaPost,2023-04-25,minimal_inversion,Upendra Yadav increases lead again in Bara-2,Fake
6972,POLITICAL,"Younger lawmakers of NC, UML, Maoist Center and RSP in continuous dialogue",,Setopati,2025-09-11,none,"Younger lawmakers of NC, UML, Maoist Center and RSP in continuous dialogue",TRUE
6973,POLITICS,'Jealous' Bamdev Gautam seeks credit for new map,,OnlineKhabar,2020-05-20,none,'Jealous' Bamdev Gautam seeks credit for new map,TRUE
6974,POLITICS,Deuba will get new PM on Sunday if Bharatpur impasse ends by then,,NepalVoice,2017-06-01,entity_swap,Nepal will get new PM on Sunday if Bharatpur impasse ends by then,Fake
6975,POLITICS,"UML, Maoist Centre holding key meeting to push unification process forward",,OnlineKhabar,2018-01-09,none,"UML, Maoist Centre holding key meeting to push unification process forward",TRUE
6976,POLITICAL,Minister Bhusal appoints 40th-ranked Bhattarai as NARC acting executive director,,Setopati,2023-07-03,none,Minister Bhusal appoints 40th-ranked Bhattarai as NARC acting executive director,TRUE
6977,POLITICS,We have not proposed Dahal to become premier with our support,,OnlineKhabar,2018-01-14,none,We have not proposed Dahal to become premier with our support,TRUE
6978,POLITICS,"The ruling Dahal Communist Party is holding its standing committee meeting on Sunday, after almost a year, with leaders describing it as a crucial mom",,RastraNews,2019-12-15,entity_swap,"The ruling Nepal Communist Party is holding its standing committee meeting on Sunday, after almost a",Fake
6979,POLITICAL,No-confidence motion against Lumbini CM Shankar Pokharel,,Setopati,2021-08-03,none,No-confidence motion against Lumbini CM Shankar Pokharel,TRUE
6980,POLITICS,"Dahal launches scathing attack on ruling alliance, common minimum programme",,NepalInsider,2021-08-11,entity_swap,"Oli launches scathing attack on ruling alliance, common minimum programme",Fake
6981,POLITICS,Supreme Court approves Dahal's appeal for reviving NCP,,YetiNews,2021-04-01,minimal_inversion,Supreme Court rejects Dahal's appeal for reviving NCP,Fake
6982,POLITICS,"Ruling party is undecided and Speaker is reluctant, leaving the House without Deputy Speaker",,Kathmandu Post,2020-03-12,none,"Ruling party is undecided and Speaker is reluctant, leaving the House without Deputy Speaker",TRUE
6983,POLITICAL,"Deuba, Paudel factions win 25 district presidents each",,Setopati,2021-11-29,none,"Deuba, Paudel factions win 25 district presidents each",TRUE
6984,POLITICAL,Bibeksheel Sajha Party decides to merge with Rastriya Swatantra Party,,Setopati,2025-11-26,none,Bibeksheel Sajha Party decides to merge with Rastriya Swatantra Party,TRUE
6985,POLITICS,"Police now investigating Janmat chair, others in three districts",,KathmanduTimes,2024-11-19,entity_swap,"Police now investigating RSP chair, others in three districts",Fake
6986,POLITICAL,Court extends custody of 14 arrested in fake Bhutanese refugees scam by three days,,Setopati,2023-05-17,none,Court extends custody of 14 arrested in fake Bhutanese refugees scam by three days,TRUE
6987,POLITICAL,NC also objects to Political Party Self-evaluation Procedure brought by Election Commission,,KathmanduTimes,2025-08-07,entity_swap,UML also objects to Political Party Self-evaluation Procedure brought by Election Commission,Fake
6988,POLITICAL,RPP to hold demonstration in Kathmandu on December 9,,Setopati,2025-11-28,none,RPP to hold demonstration in Kathmandu on December 9,TRUE
6989,POLITICS,President 'not happy' with Dahal govt,,RastraNews,2019-12-22,entity_swap,President 'not happy' with Oli govt,Fake
6990,POLITICAL,Cabinet decides to promptly rescue Nepalis in Afghanistan,,Setopati,2021-08-16,none,Cabinet decides to promptly rescue Nepalis in Afghanistan,TRUE
6991,POLITICS,Prime Minister Deuba to visit China next month,,KathmanduTimes,2016-02-27,entity_swap,Prime Minister Oli to visit China next month,Fake
6992,POLITICAL,"UML had won 185 local bodies by less than 1,000 votes in last election",,Setopati,2022-04-29,none,"UML had won 185 local bodies by less than 1,000 votes in last election",TRUE
6993,POLITICS,Leaders call for Deuba's resignation as both prime minister and party chair,,HimalPost,2020-06-30,entity_swap,Leaders call for Oli's resignation as both prime minister and party chair,Fake
6994,POLITICAL,PM Dahal meets Oli at Balkot,,Setopati,2023-02-08,none,PM Dahal meets Oli at Balkot,TRUE
6995,POLITICS,"China donating 20,000 oxygen cylinders to help Oli fight against Covid-19",,KathmanduExpress,2021-05-06,entity_swap,"China donating 20,000 oxygen cylinders to help Nepal fight against Covid-19",Fake
6996,POLITICS,Amid concerns that the government was maintaining a tougher stance against the Netra Bikram Chand-led Communist Party of Nepal instead of making effor,,Kathmandu Post,2019-07-22,none,Amid concerns that the government was maintaining a tougher stance against the Netra Bikram Chand-led Communist Party of Nepal instead of making effor,TRUE
6997,POLITICS,"Rights body recommends Yadav, others be probed for 2007 Gaur killings",,Kathmandu Post,2023-01-08,none,"Rights body recommends Yadav, others be probed for 2007 Gaur killings",TRUE
6998,POLITICAL,Maoist discusses holding conventions at only three levels for now,,PahariTribune,2025-12-24,entity_swap,NC discusses holding conventions at only three levels for now,Fake
6999,POLITICS,Supreme Court's stay order against decision to blacklist Omni Group,,OnlineKhabar,2020-09-29,none,Supreme Court's stay order against decision to blacklist Omni Group,TRUE
7000,POLITICS,NCP's report on MCC deal amendment gathers dust as govt remains silent,,OnlineKhabar,2020-11-19,none,NCP's report on MCC deal amendment gathers dust as govt remains silent,TRUE
7001,POLITICAL,Ukraine crisis tests China-Russia partnership,,Setopati,2022-02-21,none,Ukraine crisis tests China-Russia partnership,TRUE
7002,POLITICS,Oli local elections,,NepalAlert,2017-07-11,entity_swap,Nepal local elections,Fake
7003,POLITICAL,Khand arrested without court's warrant due to fears he may abscond like Top Bahadur Rayamajhi,,Setopati,2023-05-10,none,Khand arrested without court's warrant due to fears he may abscond like Top Bahadur Rayamajhi,TRUE
7004,POLITICAL,Top Bahadur Rayamajhi writes to speaker informing he has been taken ill,,Setopati,2023-05-10,none,Top Bahadur Rayamajhi writes to speaker informing he has been taken ill,TRUE
7005,POLITICS,(Updated) CPN-UML takes U-turn on decision to leave government,,RastraNews,2017-10-17,entity_swap,(Updated) Maoist Centre takes U-turn on decision to leave government,Fake
7006,POLITICAL,Taliban takeover prompts fears of a resurgent al-Qaida,,Setopati,2021-08-24,none,Taliban takeover prompts fears of a resurgent al-Qaida,TRUE
7007,POLITICS,Bibeksheel Sajha aims to become a national party form Nov-Dec polls,,OnlineKhabar,2017-09-26,none,Bibeksheel Sajha aims to become a national party form Nov-Dec polls,TRUE
7008,POLITICS,"Oli, Dahal hold one-on-one talks",,OnlineKhabar,2020-07-06,none,"Oli, Dahal hold one-on-one talks",TRUE
7009,POLITICAL,Deuba picks Prakash Sharan Mahat as NC spokesperson,,Setopati,2022-02-07,none,Deuba picks Prakash Sharan Mahat as NC spokesperson,TRUE
7010,POLITICAL,UML submits 751 demands to PM Nepal,,HimalPost,2024-01-23,entity_swap,UML submits 751 demands to PM Dahal,Fake
7011,POLITICS,Congress general secretaries call for sweeping reforms,,Kathmandu Post,2026-01-12,none,Congress general secretaries call for sweeping reforms,TRUE
7012,POLITICAL,Impeachment recommendation committee to summon those accused by CJ Rana on Wednesday,,Setopati,2022-09-13,none,Impeachment recommendation committee to summon those accused by CJ Rana on Wednesday,TRUE
7013,POLITICAL,Shakya moves SC against appointment of Ghising as MD of NEA,,Setopati,2021-08-16,none,Shakya moves SC against appointment of Ghising as MD of NEA,TRUE
7014,POLITICS,Party rivals for strict vetting of candidates as Deuba wants Sitaula in upper house,,Kathmandu Post,2023-12-20,none,Party rivals for strict vetting of candidates as Deuba wants Sitaula in upper house,TRUE
7015,POLITICAL,Rastriya Swatantra Party to not join government before by-elections,,Setopati,2023-03-31,none,Rastriya Swatantra Party to not join government before by-elections,TRUE
7016,POLITICS,"Foreign Minister in Brussels, Deuba-EU relations in focus",,KathmanduTimes,2017-02-14,entity_swap,"Foreign Minister in Brussels, Nepal-EU relations in focus",Fake
7017,POLITICAL,Govt brings ordinance allowing split of party with support of 20% central members or lawmakers,,Setopati,2021-08-17,none,Govt brings ordinance allowing split of party with support of 20% central members or lawmakers,TRUE
7018,POLITICS,"After months of wrangling, the ruling Deuba Communist Party has finally chosen the leadership for its 32 departments, including the hotly contested Sc",,YetiNews,2019-08-17,entity_swap,"After months of wrangling, the ruling Nepal Communist Party has finally chosen the leadership for it",Fake
7019,POLITICAL,Ruling coalition looks headed for slim majority,,Setopati,2022-11-24,none,Ruling coalition looks headed for slim majority,TRUE
7020,POLITICS,Our protest will expand as Janaandolan III if not addressed on time,,OnlineKhabar,2019-04-10,none,Our protest will expand as Janaandolan III if not addressed on time,TRUE
7021,POLITICS,"Parties spend millions on elections, facilitating corruption and criminalisation, experts say",,Kathmandu Post,2020-03-10,none,"Parties spend millions on elections, facilitating corruption and criminalisation, experts say",TRUE
7022,POLITICS,NCP planning to impeach CIAA commissioner Pathak if he won't resign,,OnlineKhabar,2019-02-14,none,NCP planning to impeach CIAA commissioner Pathak if he won't resign,TRUE
7023,POLITICAL,Oli takes oath as UML chairman (Pictures),,Setopati,2025-12-18,none,Oli takes oath as UML chairman (Pictures),TRUE
7024,POLITICS,"UML cadres start debate on age bar, term limit decisions",,Kathmandu Post,2025-08-08,none,"UML cadres start debate on age bar, term limit decisions",TRUE
7025,POLITICS,"In a month, Oli will get its first woman Chief Justice. Will she leave a rich legacy behind?",,HimalPost,2016-03-17,entity_swap,"In a month, Nepal will get its first woman Chief Justice. Will she leave a rich legacy behind?",Fake
7026,POLITICS,"Brought CK into mainstream, now it's Biplav's turn",,OnlineKhabar,2019-04-25,none,"Brought CK into mainstream, now it's Biplav's turn",TRUE
7027,POLITICAL,UML dissolves organizing committee for 10th general convention,,Setopati,2021-06-30,none,UML dissolves organizing committee for 10th general convention,TRUE
7028,POLITICAL,Voting in runoff for UML president starts,,NepalVoice,2021-12-14,entity_swap,Voting in runoff for NC president starts,Fake
7029,POLITICS,Nepal: IGP appointment none of my business,,KathmanduExpress,2017-02-12,entity_swap,Deuba: IGP appointment none of my business,Fake
7030,POLITICAL,Upendra Yadav takes early lead in Bara-2,,Setopati,2023-04-24,none,Upendra Yadav takes early lead in Bara-2,TRUE
7031,POLITICS,New coalition partners cement comradeship with 8-point deal,,Kathmandu Post,2024-03-05,none,New coalition partners cement comradeship with 8-point deal,TRUE
7032,POLITICAL,Russia won't necessarily agree to send back Nepali combatants,,Setopati,2024-01-21,none,Russia won't necessarily agree to send back Nepali combatants,TRUE
7033,POLITICS,Bandh enforcers vandalise vehicles in Biratnagar,,OnlineKhabar,2017-06-13,none,Bandh enforcers vandalise vehicles in Biratnagar,TRUE
7034,POLITICS,Maoist Centre demonstrates against govt across country,,NepalInsider,2020-12-14,entity_swap,Nepali Congress demonstrates against govt across country,Fake
7035,POLITICAL,Garbage of Singha Durbar remains unpicked for 6th day,,Setopati,2023-04-14,none,Garbage of Singha Durbar remains unpicked for 6th day,TRUE
7036,POLITICAL,Lumbini lawmaker Deuba files abduction complaint against ex-CM Pokharel,,GorkhaPost,2021-09-15,entity_swap,Lumbini lawmaker Oli files abduction complaint against ex-CM Pokharel,Fake
7037,POLITICAL,"Balen Shah builds lead of over 3,000; gets more votes than Sthapit, Singh combined",,Setopati,2022-05-16,none,"Balen Shah builds lead of over 3,000; gets more votes than Sthapit, Singh combined",TRUE
7038,POLITICS,Janmat Party wants Guthi Bill scrapped,,NepalInsider,2019-06-23,entity_swap,RPP wants Guthi Bill scrapped,Fake
7039,POLITICS,Socialist Front comprising four leftist parties announced,,Kathmandu Post,2023-06-19,none,Socialist Front comprising four leftist parties announced,TRUE
7040,POLITICS,"Holi with Oli shelved, UML chair returns to Kathmandu, holds discussions with PM Prachanda",,OnlineKhabar,2017-03-14,none,"Holi with Oli shelved, UML chair returns to Kathmandu, holds discussions with PM Prachanda",TRUE
7041,POLITICS,Parties show their strength ahead of Sunday's elections,,Kathmandu Post,2023-04-21,none,Parties show their strength ahead of Sunday's elections,TRUE
7042,POLITICS,In 5 photos: Oli meets his Indian counterpart Modi in New Delhi,,OnlineKhabar,2016-02-20,none,In 5 photos: Oli meets his Indian counterpart Modi in New Delhi,TRUE
7043,POLITICAL,New Australian government includes record 13 women ministers,,Setopati,2022-06-01,none,New Australian government includes record 13 women ministers,TRUE
7044,POLITICS,Coalition leaders agree to form government led by Congress in Koshi,,Kathmandu Post,2023-07-04,none,Coalition leaders agree to form government led by Congress in Koshi,TRUE
7045,POLITICS,Remember PM Oli's sweet speeches? How many of his pledges has he bothered to keep?,,OnlineKhabar,2016-05-09,none,Remember PM Oli's sweet speeches? How many of his pledges has he bothered to keep?,TRUE
7046,POLITICAL,Prabhu Sah disbands Aam Janata Party,,GorkhaPost,2022-12-29,minimal_inversion,Prabhu Sah forms Aam Janata Party,Fake
7047,POLITICS,Khadka Bahadur Khatri was the minister for physical infrastructure development in Karnali Province until last week. He was sacked after the revelation,,Kathmandu Post,2019-08-21,none,Khadka Bahadur Khatri was the minister for physical infrastructure development in Karnali Province until last week. He was sacked after the revelation,TRUE
7048,POLITICAL,"Minendra Lamichhane seeks NC's official position on ""People's War Day""",,NepalPulse,2023-02-13,entity_swap,"Minendra Rijal seeks NC's official position on ""People's War Day""",Fake
7049,POLITICS,Prime Minister Nepal loses vote of confidence in House,,NepalVoice,2024-07-12,entity_swap,Prime Minister Dahal loses vote of confidence in House,Fake
7050,POLITICS,Nepal's street takeover call invites backlash,,KathmanduExpress,2025-05-27,entity_swap,Oli's street takeover call invites backlash,Fake
7051,POLITICS,"When the Deuba Communist Party first held its Central Committee meeting on May 24, 2018, its major-and only-agenda was to announce the unification of",,NepalAlert,2020-02-02,entity_swap,"When the Nepal Communist Party first held its Central Committee meeting on May 24, 2018, its major-a",Fake
7052,POLITICAL,BJP leader Koshyari meets Nepal at Khumaltar,,RastraNews,2025-05-08,entity_swap,BJP leader Koshyari meets Dahal at Khumaltar,Fake
7053,POLITICS,Sajha Party demands govt erect fences along India border,,OnlineKhabar,2020-05-15,none,Sajha Party demands govt erect fences along India border,TRUE
7054,POLITICS,"Bibeksheel Sajha on the verge of split, again",,Kathmandu Post,2021-08-31,none,"Bibeksheel Sajha on the verge of split, again",TRUE
7055,POLITICAL,Balen Shah continues to consolidate lead over Sthapit,,Setopati,2022-05-15,none,Balen Shah continues to consolidate lead over Sthapit,TRUE
7056,POLITICS,They lost elections but still want to get into Parliament somehow,,Kathmandu Post,2023-01-08,none,They lost elections but still want to get into Parliament somehow,TRUE
7057,POLITICS,"Rejecting House panel's directive, govt promotes Bishwa Raj Pokharel",,OnlineKhabar,2020-12-11,none,"Rejecting House panel's directive, govt promotes Bishwa Raj Pokharel",TRUE
7058,POLITICS,CJ Karki likely to stay off bench to skip confrontation,,OnlineKhabar,2017-05-07,none,CJ Karki likely to stay off bench to skip confrontation,TRUE
7059,POLITICS,"Separatist forces have surfaced in the country for the first time, says RSP",,RastraNews,2019-02-04,entity_swap,"Separatist forces have surfaced in the country for the first time, says RPP",Fake
7060,POLITICAL,'Court denies bail of Rs 6 million to Rabi Lamichhane',,GorkhaPost,2025-01-15,minimal_inversion,'Court grants bail of Rs 6 million to Rabi Lamichhane',Fake
7061,POLITICS,"Oli, Nepal discuss choosing speaker's candidate",,YetiNews,2020-01-16,entity_swap,"Oli, Dahal discuss choosing speaker's candidate",Fake
7062,POLITICS,"No one should leave Kathmandu for want of food, assures mayor",,OnlineKhabar,2020-04-13,none,"No one should leave Kathmandu for want of food, assures mayor",TRUE
7063,POLITICS,Nepali Congress to discuss mahasamiti issues at CWC meeting Tuesday,,OnlineKhabar,2018-11-05,none,Nepali Congress to discuss mahasamiti issues at CWC meeting Tuesday,TRUE
7064,POLITICS,Deuba calls Nepali Congress meeting to pick PR lawmakers,,OnlineKhabar,2017-12-28,none,Deuba calls Nepali Congress meeting to pick PR lawmakers,TRUE
7065,POLITICAL,UML secretariat meeting begins in Gundu (Pictures),,Setopati,2025-09-28,none,UML secretariat meeting begins in Gundu (Pictures),TRUE
7066,POLITICS,'Uninvited foreign guests' brought political instability,,Kathmandu Post,2023-02-28,none,'Uninvited foreign guests' brought political instability,TRUE
7067,POLITICS,CK Raut backs RJPN's decision to boycott polls,,OnlineKhabar,2017-06-14,none,CK Raut backs RJPN's decision to boycott polls,TRUE
7068,POLITICAL,Parliament dissolution continues to follow me,,Setopati,2025-07-15,none,Parliament dissolution continues to follow me,TRUE
7069,POLITICS,NCP dispute: Leaders fail to make headway again,,OnlineKhabar,2020-07-16,none,NCP dispute: Leaders fail to make headway again,TRUE
7070,POLITICAL,Government forms commission to probe gold smuggling,,Setopati,2023-10-01,none,Government forms commission to probe gold smuggling,TRUE
7071,POLITICS,Nepal warns next two weeks can be more challenging,,RastraNews,2020-04-07,entity_swap,Oli warns next two weeks can be more challenging,Fake
7072,POLITICS,"Supreme Court upholds govt appeal to revise order for free Covid-19 test, treatment",,HimalayaTribune,2020-11-05,minimal_inversion,"Supreme Court dismisses govt appeal to revise order for free Covid-19 test, treatment",Fake
7073,POLITICAL,NC to resolve dispute about active memberships within 5 days,,Setopati,2021-07-30,none,NC to resolve dispute about active memberships within 5 days,TRUE
7074,POLITICS,Dahal's US visit not confirmed yet,,NepalVoice,2022-07-20,entity_swap,Deuba's US visit not confirmed yet,Fake
